genre_ids,id,original_language,overview,release_date,title
"['Comedy', 'Drama', 'Music']",14067,en,"['After', 'a', 'near-death', 'experience,', 'five', 'boys,', 'all', 'devoted', 'AC/DC', 'fans,', 'make', 'a', 'pact', 'to', 'bury', 'their', 'best', 'friend', 'next', 'to', 'the', 'grave', 'of', 'Bon', 'Scott.', 'Twelve', 'years', 'later,', 'having', 'gone', 'their', 'different', 'ways,', 'they', 'come', 'together', 'to', 'fulfill', 'the', 'promise.']",2004-05-16,Thunderstruck
['Comedy'],4376,en,"['Dallas,', 'an', 'American', 'golf', 'tutor,', 'arrives', 'in', 'a', 'quiet', 'Sydney', 'suburb', 'to', 'teach', 'at', 'the', 'local', 'school', 'and', 'sets', 'about', 'causing', 'chaos', 'with', 'the', 'family', 'she', 'stays', 'with.']",1994-11-03,Dallas Doll
"['Horror', 'Comedy']",25234,en,"['Edward', 'is', 'a', 'friendly,', 'harmless', 'film', 'editor', 'in', 'the', 'splatter', 'and', 'gore', 'department', 'of', 'a', 'horror', 'film', 'company.', 'Ed', 'is', 'assigned', 'to', 'work', 'on', 'the', 'new', 'Loose', 'Limbs', 'series', 'of', 'horror', 'films', 'after', 'the', 'previous', 'editor', 'killed', 'himself', 'with', 'a', 'hand', 'grenade.', 'Later', 'his', 'reality', 'begins', 'to', 'twist', 'and', 'distort', 'into', 'a', 'horrifying', 'world', 'where', 'nothing', 'is', 'as', 'it', 'seems.', 'Soon', 'enough', 'this', 'turns', 'Ed', 'into', 'Evil', 'Ed!']",1995-11-01,Evil Ed
[],583571,es,"['The', 'title', 'of', 'Te', 'Veo,', 'is', 'a', 'joke', 'with', 'T.V.', '(television).', 'Consists', 'in', 'a', 'collage', 'of', 'shots', 'in', 'super', '8', 'of', 'images', 'of', 'the', 'TV.', 'The', 'collage', 'is', 'extremely', 'quick,', 'mixing', 'average', 'people', 'with', 'famous', 'paintings,', 'landscapes', 'and', 'churches,', 'etc.', 'The', 'images', 'become', 'more', 'and', 'more', 'abstracts,', 'the', 'referential', 'pre-existing', 'images', 'are', 'transformed', 'by', 'means', 'of', 'extreme', 'close-ups', 'of', 'the', 'screen,', 'which', 'ultimately', 'becomes', 'completely', 'abstracts', 'with', 'texture', 'of', 'the', 'TV', 'like', 'a', 'television', 'pointillism.']",1973-01-01,I See You
['Comedy'],1135373,tr,"['A', 'mild-mannered', 'produce', 'vendor', 'Kamil', 'falls', 'under', 'the', 'spell', 'of', 'Emel,', 'a', 'nightclub', 'striptease', 'performer', 'working', 'to', 'support', 'her', 'disabled', 'child,', 'after', 'a', 'chance', 'encounter', 'at', 'a', 'local', 'watering', 'hole.']",1976-01-01,Yumurtanın Sarısı
"['Western', 'Drama']",42861,en,"['When', 'the', 'government', 'opens', 'up', 'the', 'Oklahoma', 'territory', 'for', 'settlement,', 'restless', 'Yancey', 'Cravat', 'claims', 'a', 'plot', 'of', 'the', 'free', 'land', 'for', 'himself', 'and', 'moves', 'his', 'family', 'there', 'from', 'Wichita.', 'A', 'newspaperman,', 'lawyer,', 'and', 'just', 'about', 'everything', 'else,', 'Cravat', 'soon', 'becomes', 'a', 'leading', 'citizen', 'of', 'the', 'boom', 'town', 'of', 'Osage.', 'Once', 'the', 'town', 'is', 'established,', 'however,', 'he', 'begins', 'to', 'feel', 'confined', 'once', 'again,', 'and', 'heads', 'for', 'the', 'Cherokee', 'Strip,', 'leaving', 'his', 'family', 'behind.', 'During', 'this', 'and', 'other', 'absences,', 'his', 'wife', 'Sabra', 'must', 'learn', 'to', 'take', 'care', 'of', 'herself', 'and', 'soon', 'becomes', 'prominent', 'in', 'her', 'own', 'right.']",1931-01-26,Cimarron
"['Family', 'Animation']",68496,en,"['In', 'Holland,', 'Pluto', 'acts', 'as', 'a', 'milkman', '(dog?)', 'leaving', 'canisters', 'of', 'milk', 'on', 'the', ""town's"", 'doorsteps.', 'While', 'going', 'about', 'his', 'job,', 'he', 'falls', 'head', 'over', 'heels', 'in', 'love', 'with', 'Dinah', 'the', 'dachshund.', 'In', 'his', 'enthusiasm,', 'he', 'accidentally', 'rings', 'the', 'dike', 'bell', 'causing', 'the', 'town', 'to', 'think', 'the', 'dike', 'is', 'leaking.', 'When', 'the', 'fraud', 'is', 'exposed,', 'Pluto', 'and', 'Dinah', 'are', 'kicked', 'out', 'of', 'the', 'town.', 'Upon', 'leaving,', 'they', 'both', 'notice', 'the', 'dike', 'actually', 'has', 'sprung', 'a', 'leak.', 'While', 'Dinah', 'plugs', 'the', 'leak,', 'Pluto', 'must', 'return', 'to', 'the', 'town', 'and', 'find', 'a', 'way', 'to', 'get', 'the', 'residents', 'to', 'follow', 'him', 'to', 'the', 'dike', 'leak.']",1946-05-10,In Dutch
"['Documentary', 'History']",149311,en,"['Documentary', 'focusing', 'on', 'heavyweight', 'boxing', 'champions', 'from', '1882', 'to', '1929.']",1968-10-27,Legendary Champions
"['Comedy', 'Adventure', 'Romance']",13523,en,"['A', 'high', 'school', 'senior', 'drives', 'cross-country', 'with', 'his', 'best', 'friends', 'to', 'hook', 'up', 'with', 'a', 'babe', 'he', 'met', 'online.']",2008-10-16,Sex Drive
"['History', 'Music']",639264,en,"['The', 'life', 'of', 'Stephen', 'Foster,', 'composer', 'who', 'was', 'the', 'influence', 'for', 'the', 'early', 'Minstrel', 'shows.']",1935-12-12,Beautiful Dreamer
"['Drama', 'Horror']",329622,pt,"['An', 'uncompromised', 'from', 'a', 'young', 'group', 'of', 'people.']",1994-09-01,Juvenile
['Comedy'],587498,en,"['Two', 'youths', 'get', 'involved', 'in', 'a', 'get', 'rich', 'quick', 'scheme', 'but', 'the', 'plan', 'backfires', 'on', 'them.']",2004-08-03,Fulgazi
"['Horror', 'Mystery']",433808,en,"['A', 'group', 'of', 'college', 'friends', 'reunite', 'for', 'a', 'trip', 'to', 'the', 'forest,', 'but', 'encounter', 'a', 'menacing', 'presence', 'in', 'the', 'woods', ""that's"", 'stalking', 'them.']",2017-10-11,The Ritual
"['Animation', 'Comedy', 'Family']",235942,en,"['Porky', 'Pig', 'regrets', 'picking', 'up', 'a', 'hitchhiking', 'Daffy', 'Duck,', 'whose', 'anarchic', 'driving', 'habits', 'forced', 'on', 'Porky', 'result', 'in', 'the', 'two', 'being', 'apprehended.']",1952-03-01,Thumb Fun
['Science Fiction'],395748,en,"['“You', 'have', 'a', 'gift.', 'Down', 'here,', 'your', 'gift', 'is', 'useless.', 'So', 'we’re', 'gonna', 'show', 'you', 'the', 'most', 'beautiful', 'things.', 'You’re', 'gonna', 'have', 'more', 'memories', 'than', 'everyone', 'else.', 'And', 'then,', 'you', 'will', 'sleep.', 'You', 'won’t', 'wake', 'up.”']",2016-01-28,Hotaru
"['Drama', 'Crime']",68864,fr,"['After', 'his', 'wife', 'and', 'daughter', 'are', 'raped', 'and', 'killed', 'by', 'a', 'motorbike', 'gang,', 'a', 'man', 'sets', 'out', 'to', 'take', 'revenge.']",1975-04-16,Act of Aggression
"['Horror', 'Mystery', 'Thriller']",90291,en,"['When', 'novelist', 'Paula', 'Martin', 'retreats', 'to', 'the', 'seclusion', 'of', 'her', 'family', 'home', 'Crows', 'Hall', 'she', 'hopes', 'to', 'clear', 'her', 'mind', 'and', 'focus', 'on', 'her', 'new', 'book.', 'The', 'arrival', 'of', 'an', 'assistant,', 'Linda,', 'should', 'take', 'the', 'pressure', 'off...', 'but', 'as', 'the', 'bodies', 'pile', 'up,', 'Paula', 'finds', 'herself', 'trapped', 'in', 'a', 'terrifying', 'nightmare', 'of', 'murder', 'and', 'madness.']",2010-10-17,Stalker
"['Action', 'Drama']",313663,tl,"['When', 'the', 'people', 'of', 'Maratabat', 'finally', 'realize', 'that', 'their', 'time', 'under', 'the', 'corrupt', 'politician', 'clan', 'of', 'the', 'Abubakars', 'has', 'to', 'come', 'to', 'an', 'end—', 'a', 'series', 'of', 'violent', 'acts', 'occur', 'one', 'after', 'another.', 'The', 'people', 'rally', 'behind', 'another', 'clan', '–the', 'Mahardikas', '–', 'to', 'end', 'the', 'violence', 'and', 'place', 'a', 'new', 'leader', 'in', 'their', 'region.', 'Will', 'the', 'Mahardikas', 'choose', 'a', 'path', 'of', 'violence', 'or', 'peace?', 'Will', 'it', 'be', 'for', 'honor', 'or', 'will', 'it', 'be', 'for', 'pride?']",2014-12-17,Maratabat
"['Comedy', 'Horror']",985672,en,"['At', 'closing', 'time', 'a', 'bartender', 'is', 'left', 'with', 'more', 'cleanup', 'than', 'expected', 'when', 'her', 'coworker', 'hooks', 'up', 'with', 'a', 'mysterious', 'guest.']",2018-10-25,Last Call
['Drama'],697104,en,"['Two', 'triathletes', 'battle', 'their', 'personal', 'demons', 'while', 'they', 'train', 'for', 'the', 'biggest', 'event', 'of', 'their', 'lives.']",2022-10-28,13 Miles
"['Action', 'Crime', 'Romance']",945623,tl,"['A', 'man', 'robs', 'a', 'woman,', 'then', 'saves', 'her', 'life', 'and', 'becomes', 'her', 'bodyguard.', 'He', 'later', 'learns', 'that', 'a', 'family', 'member', 'is', 'responsible', 'for', 'her', 'abduction', 'after', 'her', ""father's"", 'death.']",1998-11-04,Balasubas
"['Drama', 'TV Movie']",435504,en,"['This', 'is', 'the', 'story', 'of', 'Betsy', 'a', 'model', 'who', 'is', 'nearly', '30.', 'Now', 'in', 'the', 'world', 'of', 'modeling', 'that', 'is', 'considered', 'to', 'be', 'the', 'age', 'of', 'retirement.', 'She', 'then', 'sets', 'out', 'to', 'see', 'what', 'else', 'she', 'can', 'do', 'and', 'at', 'the', 'same', 'time', 'try', 'to', 'straighten', 'out', 'her', 'personal', 'life', 'cause', 'her', 'husband', 'has', 'demanded', 'that', 'she', 'should', 'be', 'either', 'a', 'full', 'time', 'wife', 'or', 'give', 'him', 'a', 'divorce.', 'And', 'she', 'has', 'also', 'taken', 'an', 'aspiring', 'model', 'under', 'her', 'wing,', 'and', 'is', 'considering', 'also', 'being', 'a', 'photographer.']",1982-11-01,Born Beautiful
"['Action', 'Thriller', 'TV Movie']",1115396,en,"['When', 'a', 'group', 'of', 'ex-military', 'members', 'is', 'hired', 'to', 'retrieve', 'a', 'lost', 'bag', 'of', 'stolen', 'money,', 'their', 'mission', 'becomes', 'more', 'difficult', 'after', 'a', 'lone', 'hunter', 'finds', 'the', 'bag', 'first.']",2023-05-12,Hunting Games
"['Comedy', 'Romance']",83949,de,"['Macho', 'Alex', 'is', 'smart', 'and', 'good-looking.', 'He', 'is', 'known', 'among', 'women', 'as', 'an', 'unscrupulous', 'hunter.', 'He', 'wraps', 'the', 'women', 'in', 'rows', 'around', 'his', 'fingers', 'and', 'then', 'disappears', 'into', 'his', 'sports', 'car.', 'For', 'him,', 'love', 'is', 'something', 'for', 'men', 'who', 'pee', 'while', 'sitting.', 'The', 'womanizer', 'Alex', 'then', 'pushes', 'it', 'a', 'little', 'too', 'far,', 'because', 'three', 'love', 'affairs', 'at', 'the', 'same', 'time', 'are', 'too', 'many', 'even', 'for', 'the', 'greatest', 'professional.']",2012-09-20,Unter Frauen
['TV Movie'],258556,en,"['Former', 'national', 'Aussie', 'Football', 'player', 'Ledge', 'had', 'to', 'quit', 'the', 'sport', 'due', 'to', 'injury', 'and', 'started', 'a', 'fine', 'career', 'as', 'police', 'detective.', 'He', 'gets', 'injured', 'in', 'a', 'case.', 'However', 'IA,', 'which', 'always', 'considered', 'him', 'the', ""commissioner's"", 'pet,', 'investigates', 'against', 'him.', 'His', 'old', 'mate', 'and', 'competent', 'lawyer', 'Andy', 'Grace', 'gets', 'him', 'off,', 'after', 'which', 'he', 'retires', 'honorably.', 'However', 'the', 'criminals', 'decide', 'to', 'set', 'them', 'up,', 'using', 'crafty', 'underage', 'homeless', 'pickpocket', 'The', 'Kid.', 'The', 'gang', 'has', 'hidden', 'ramifications.']",2003-07-02,Balmain Boys
['Drama'],332732,pt,"['An', 'artistically', 'shot', 'film', 'that', 'slowly', 'blurs', 'the', 'boundaries', 'between', 'dreams', 'and', 'reality', 'as', 'it', 'builds', 'into', 'an', 'unnerving', 'then', 'touching', 'climax.']",2001-01-01,Waking Up
['Drama'],484432,nl,"['Twelve-year-old', 'Bo', 'is', 'a', 'talented', 'but', 'hot-tempered', 'kick', 'boxer.', 'However,', 'Bo', 'is', 'distracted', 'by', 'her', 'fighting', 'parents', 'who', 'are', 'in', 'the', 'middle', 'of', 'a', 'divorce.', 'Bo', 'needs', 'to', 'learn', 'how', 'to', 'control', 'her', 'emotions', 'and', 'at', 'the', 'same', 'time', 'accept', 'the', 'fact', 'she', ""can't"", 'control', 'everything.']",2018-10-18,Fight Girl
"['Action', 'Drama']",346,ja,"['A', 'samurai', 'answers', 'a', ""village's"", 'request', 'for', 'protection', 'after', 'he', 'falls', 'on', 'hard', 'times.', 'The', 'town', 'needs', 'protection', 'from', 'bandits,', 'so', 'the', 'samurai', 'gathers', 'six', 'others', 'to', 'help', 'him', 'teach', 'the', 'people', 'how', 'to', 'defend', 'themselves,', 'and', 'the', 'villagers', 'provide', 'the', 'soldiers', 'with', 'food.']",1954-04-26,Seven Samurai
"['Drama', 'History']",57581,it,"['As', 'a', 'child,', 'Sicilian', 'Placido', 'Rizzotto', 'saw', 'his', 'father', 'imprisoned', 'for', 'a', 'crime', 'he', ""didn't"", 'commit,', 'and', 'as', 'a', 'young', 'man', 'he', 'fought', 'in', 'World', 'War', 'II,', 'first', 'as', 'a', 'soldier', 'and', 'then', 'as', 'an', 'anti-fascist', 'partisan.', 'These', 'events', 'have', 'left', 'Placido', 'with', 'little', 'taste', 'for', 'petty', 'tyranny', 'and', 'with', 'a', 'desire', 'to', 'promote', 'social', 'justice.', 'Upon', 'his', 'return', 'home,', 'he', 'becomes', 'increasingly', 'aware', 'that', 'the', 'Mafia', 'has', 'taken', 'hold', 'of', 'his', 'village,', 'witnessing', 'angry', 'and', 'frustrated', 'as', 'gangsters', 'control', 'local', 'politics', 'and', 'take', 'whatever', 'they', 'want', 'from', 'the', 'people.', 'Placido', 'helps', 'to', 'form', 'a', 'trade', 'union', 'as', 'a', 'challenge', 'to', 'the', ""Mafia's"", 'authority,', 'and', 'attempts', 'to', 'organize', 'the', 'villagers', 'into', 'a', 'collective', 'to', 'grow', 'crops', 'in', 'the', 'fields', 'taken', 'by', 'the', 'Mafia.']",2000-10-20,Placido Rizzotto
"['Comedy', 'Drama']",215559,en,"['The', 'writer', 'of', 'a', 'bad', 'TV', 'series', 'begins', 'to', 'rethink', 'his', 'life', 'when', 'he', 'meets', 'and', 'falls', 'in', 'love', 'with', 'a', 'beautiful', 'actress.']",1990-04-27,Instant Karma
"['Animation', 'Drama', 'Romance']",575211,ja,"['Based', 'on', 'one', 'of', 'Iwadate', ""Mariko's"", 'short', 'stories', 'appearing', 'in', 'the', 'shoujo', 'manga', 'monthly', 'magazine', 'Margaret.', 'This', 'is', 'a', 'character', 'study', 'of', 'a', 'rather', 'traumatized', 'young', 'woman', 'who', 'develops', 'a', 'crush', 'on', 'a', 'man', 'who', 'lives', 'next', 'door', 'to', 'her.']",1991-11-21,Christmas in January
['Action'],394900,en,"['A', 'cut-and-paste', 'movie', 'combining', 'footage', 'from', 'two', '1990', 'HK', 'gangster', 'films', 'with', 'shot-on-video', 'dialogue', 'featuring', 'Joe', 'Lewis,', '""Chaplin', 'Chang""', 'and', 'director', 'Godfrey', 'Ho', 'in', 'a', 'rare', 'acting', 'role.', 'There', 'is', 'no', 'discernible', 'plot.']",1995-01-01,Mr. X
['Drama'],1480553,en,"['Jimmie', 'and', 'Molly', 'are', 'a', 'pair', 'of', 'sibling', 'thieves-he', 'a', 'burglar,', 'she', 'a', 'shoplifter.', 'When', 'Jimmie', 'is', 'arrested', 'after', 'a', 'bungled', 'job,', 'he', 'advises', 'Molly', 'to', 'move', 'somewhere', 'new', 'and', 'follow', 'the', 'straight', 'and', 'narrow,', 'which', 'she', 'does.', 'However,', 'when', 'Jimmie', 'participates', 'in', 'a', 'jailbreak,', 'he', 'makes', 'a', 'beeline', 'to', 'disrupt', 'her', 'new', 'life.', 'A', 'chance', 'for', 'escape', 'presents', 'itself', 'but', 'Molly', 'pleads', 'with', 'Jimmie', 'to', 'surrender', 'pointing', 'out', 'he’ll', 'never', 'be', 'at', 'peace', 'if', 'he', 'doesn’t.', 'Jimmie', 'relents.', 'His', 'term', 'served,', 'Molly', 'and', 'Jim', 'resolve', 'to', 'lead', 'honest', 'lives', 'and', 'their', 'reformation', 'is', 'complete.']",1915-03-31,Reformation
"['Drama', 'Action']",279307,te,"['A', 'criminal', 'makes', 'Gopi,', 'an', 'honest', 'police', 'officer,', 'save', 'a', 'bonded', 'labourer', 'from', 'the', 'clutches', 'of', 'a', 'moneylender,', 'in', 'order', 'to', 'save', 'himself', 'from', 'capital', 'punishment.']",1985-08-24,Rakta Sindhuram
"['Comedy', 'Romance', 'TV Movie']",111849,en,"['An', 'attorney', 'plays', 'match-maker', 'for', 'her', 'ex-husband,', 'by', 'hiring', 'an', 'actress', 'to', 'seduce', 'him', '-', 'all', 'in', 'an', 'attempt', 'to', 'try', 'and', 'rid', 'herself', 'of', 'alimony', 'payments.']",1990-07-09,Sweet Revenge
['Thriller'],513793,es,"['Two', 'reporters', 'undertake', 'a', 'dangerous', 'investigative', 'job:', 'expose', 'the', 'mafia', 'that', 'transports', 'immigrants', 'from', 'Africa', 'to', 'Europe', 'illegally.', 'Its', 'intention', 'is', 'to', 'denounce', 'the', 'drama', 'of', 'immigration', 'and', 'the', 'proliferation', 'of', 'clandestine', 'and', 'criminal', 'networks', 'of', 'human', 'trafficking.']",2003-01-31,Ilegal
[],1518437,en,"['Radha', 'is', 'deeply', 'devoted', 'to', 'Lord', 'Gopal', 'and', 'spends', 'her', 'days', 'in', 'worship', 'and', 'spiritual', 'pursuit.', 'Her', 'beauty', 'and', 'piety', 'attract', 'the', 'attention', 'of', 'the', 'Jagirdar,', 'a', 'powerful', 'and', 'wealthy', 'man,', 'who', 'desires', 'to', 'marry', 'her.', 'However,', 'Rasha', 'is', 'uninterested', 'in', 'worldly', 'attachments', 'and', 'seeks', 'only', 'spiritual', 'fulfillment.']",1941-11-07,Radhika
['Horror'],491817,en,"['There', 'is', 'a', 'price', 'to', 'PAY', 'for', 'EATING', 'FLESH', 'in', 'these', 'WOODS.', 'the', 'original', 'short', 'film']",2017-04-27,Mordeo: Insatiable Hunger
"['Adventure', 'Comedy', 'Crime', 'Drama']",13532,en,"['In', '1999,', 'Star', 'Wars', 'fanatics', 'take', 'a', 'cross-country', 'trip', 'to', 'George', ""Lucas'"", 'Skywalker', 'Ranch', 'so', 'their', 'dying', 'friend', 'can', 'see', 'a', 'screening', 'of', 'The', 'Phantom', 'Menace', 'before', 'its', 'release.']",2009-02-06,Fanboys
"['Thriller', 'Action', 'TV Movie']",185525,en,"['A', 'disgruntled', 'worker', 'rigs', 'a', 'bomb,', 'triggered', 'by', 'a', 'motion', 'sensor,', 'on', 'the', 'roller', 'coaster', 'at', 'a', 'financially', 'troubled', 'amusement', 'park.']",1996-05-20,Thrill
"['Action', 'Science Fiction']",146926,en,"['A', 'kickboxing', 'champion', 'is', 'forced', 'to', 'fight', 'cyborgs', 'in', 'a', 'tournament', 'when', 'the', 'company', 'kidnaps', 'his', 'fiancee.']",1995-06-27,Heatseeker
"['Drama', 'Crime', 'TV Movie']",1365374,en,"[""It's"", '1840', 'and', 'Boston', 'is', 'in', 'the', 'grips', 'of', 'a', 'series', 'of', 'mysterious', 'murders.', 'When', 'dark', 'forces', 'threaten,', 'the', 'only', 'man', 'who', 'can', 'protect', 'the', 'city', 'is', 'one', 'who', 'has', 'spent', 'his', 'life', 'chasing', 'shadows', '-', 'the', 'legendary', 'writer', 'Edgar', 'Allan', 'Poe']",2011-01-01,Poe
"['History', 'Horror', 'Romance']",1383430,en,"['Ophelia', 'is', 'a', 'short', 'horror', 'film', 'about', 'the', 'last', 'moments', 'of', 'a', 'paranormal', 'investigation', 'of', 'a', 'house', 'located', 'on', 'the', 'grounds', 'of', 'an', 'abandoned', 'psychiatric', 'hospital.', 'Once', 'inhabited', 'by', 'the', 'doctor', 'that', 'conducted', 'horrific', 'experiments', 'on', 'the', ""hospital's"", 'residents,', 'investigators', 'have', 'found', 'evidence', 'that', 'his', 'daughter', 'may', 'still', 'reside', 'there.']",2023-02-01,Ophelia
"['Western', 'Action', 'Drama']",114174,it,"['The', 'commander', 'of', 'a', 'Texan', 'fort', 'in', 'the', 'Civil', 'War', 'refuses', 'to', 'surrender', 'to', 'the', 'Northerners,', 'and', 'tries', 'to', 'buy', 'the', 'local', 'Indian', 'tribe', ""chief's"", 'daughter.', 'The', 'sage', 'man', 'refuses,', 'and', 'the', 'Southerners', 'massacre', 'the', 'tribe', 'and', 'abduct', 'the', 'young', 'squaw', 'anyway.', 'The', 'noble', 'squaw', 'manages', 'to', 'escape,', 'and', 'hides', 'out', 'with', 'a', 'rough', 'rancher,', 'who', 'dislikes', 'Indians,', 'but', 'hates', 'the', 'Southerners', 'more.', 'The', 'odd', 'couple', 'joins', 'forces,', 'and', 'tactics,', 'to', 'exert', 'ultimate', 'vengeance', 'on', 'the', 'men', 'at', 'the', 'fort.']",1987-10-14,Scalps
"['Drama', 'Romance', 'History']",322242,hi,"['Noor', 'Jahan,', 'the', 'empress', 'of', 'the', 'Mughal', 'empire,', 'becomes', 'the', 'favourite', 'wife', 'of', 'Emperor', 'Jahangir', 'and', 'steadily', 'begins', 'to', 'exert', 'more', 'influence', 'on', 'the', 'throne', 'through', 'her', 'love', 'for', 'him.']",1967-12-07,Noorjehan
"['War', 'Action', 'Adventure']",223768,en,"['During', 'a', 'daring', 'mission', 'in', 'Vietnam,', 'a', 'helicoptor', 'squadron', 'is', 'downed.', 'While', 'the', 'soldiers', 'try', 'to', 'escape', 'capture', 'by', 'the', 'Viet', 'Cong,', 'clues', 'that', 'the', 'copter', 'was', 'sabotaged', 'lead', 'to', 'brutal', 'infighting,', 'as', 'they', 'search', 'for', 'the', 'traitor', 'among', 'them.']",1993-01-06,Firehawk
[],982668,ja,"['Pretty', 'Oshige', 'is', 'deceived', 'by', 'her', 'first', 'love.', 'After', 'this,', 'she', 'lives', 'a', 'hard', 'lifestyle,', 'working', 'at', 'a', 'number', 'of', 'jobs.', 'Her', 'only', 'pleasure', 'is', 'her', 'nephew,', 'who', 'eventually', 'becomes', 'a', 'merchant', 'marine.', 'When', 'Oshige', 'meets', 'her', 'old', 'love', 'ten', 'years', 'later,', 'she', 'is', 'able', 'to', 'forgive', 'him', 'and', 'even', 'thank', 'him', 'for', 'the', 'path', 'her', 'life', 'has', 'taken.']",1942-10-29,A Certain Woman
[],1193770,en,"['Short', 'movie']",2008-01-01,Pants!
['Adventure'],1033465,en,"['Chronicles', 'the', 'life', 'of', 'Widow,', 'a', 'female', 'kingpin', 'in', 'the', 'global', 'underground', 'of', 'Ransomware-as-a-Service', 'crime', 'syndicates.', 'It', 'follows', 'her', ""group's"", 'rise', 'to', 'power', 'to', 'establish', 'itself', 'as', 'the', 'new', 'polar', 'power', 'in', 'the', 'global', 'Ransomware', 'economy.']",2022-08-08,Ransom
['Comedy'],469982,en,"['Revathy,', 'a', 'woman', 'with', 'special', 'needs,', 'falls', 'in', 'love', 'with', 'her', 'rapist.', 'When', 'she', 'tells', 'her', 'brother', 'Mukesh', 'to', 'get', 'her', 'married', 'to', 'him,', 'he', 'initially', 'agrees', 'but', 'later', 'learns', 'the', 'truth.']",1991-06-22,Kakkathollayiram
[],466225,en,"['A', 'defining', 'moment', 'in', 'the', 'relationship', 'of', 'two', 'best', 'friends,', 'who', 'must', 'now', 'decide', 'where', 'their', 'future', 'lies,', 'with', 'or', 'without', 'the', 'other.']",2007-06-08,Katoomba
['Drama'],462862,en,"['A', 'lonely', 'nurse', 'develops', 'an', 'unexpected', 'passion', 'for', 'her', 'unconscious', 'patient', 'in', 'a', '1930s', 'tuberculosis', 'sanatorium.']",2009-02-01,Infectious
"['Drama', 'Comedy']",965016,en,"['A', 'driftless', 'young', 'woman', 'discovers', ""she's"", '11', 'weeks', 'pregnant', 'and', 'has', 'only', '24', 'hours', 'to', 'make', 'a', 'consequential', 'decision.', 'This', 'charming', 'and', 'meditative', 'film', 'examines', 'how', 'softly', 'life', 'moves,', 'even', 'in', 'our', 'most', 'urgent', 'moments.']",2023-04-14,Cherry
"['Thriller', 'Mystery', 'Crime', 'Horror']",15483,it,"['Policewoman', 'Anna', 'Mari', 'is', 'forced', 'to', 'play', 'a', 'dangerous', 'game', 'with', 'the', 'title', 'serial', 'killer.', 'If', 'she', 'loses,', 'she', 'witnesses', 'the', ""maniac's"", 'tortured', 'victims', 'having', 'their', 'throats', 'cut', 'in', 'explicit', 'close-up', 'detail', 'via', 'webcam.', 'She', 'teams', 'up', 'with', 'British', 'cop', 'John', 'Brennan', 'to', 'find', 'out', 'the', 'identity', 'of', 'the', 'murderer.']",2004-01-02,The Card Player
"['Crime', 'Drama']",67748,en,"['Based', 'on', 'true', 'events,', '16', 'year-old', 'Jamie', 'falls', 'in', 'with', 'his', ""mother's"", 'new', 'boyfriend', 'and', 'his', 'crowd', 'of', 'self-appointed', 'neighborhood', 'watchmen,', 'a', 'relationship', 'that', 'leads', 'to', 'a', 'spree', 'of', 'torture', 'and', 'murder.']",2011-05-19,Snowtown
"['Drama', 'Romance']",632191,en,"['Caught', 'among', 'toxic', 'masculinity,', 'a', 'sequin', 'dress', 'and', 'a', 'teenage', 'crush,', 'a', 'teen', 'skater,', 'growing', 'up', 'in', 'rural', 'Texas,', 'will', 'have', 'sex', 'for', 'the', 'first', 'time', 'in', 'the', 'back', 'of', 'their', 'dad’s', 'truck.']",2019-06-07,I Am Mackenzie
"['Thriller', 'Drama']",1243650,es,"['Marisol', 'is', 'the', 'national', 'rhythmic', 'gymnastics', 'coach,', 'methodical,', 'demanding', 'and', 'authoritative.', 'The', 'World', 'Championship', 'is', 'approaching', 'and', 'she', 'places', 'all', 'her', 'gold', 'medal', 'hopes', 'on', 'Angelica,', 'the', ""team's"", 'most', 'promising', 'newcomer.', 'Two', 'weeks', 'before', 'the', 'final,', 'Marisol', 'discovers', 'that', 'her', 'husband', 'is', 'having', 'an', 'affair', 'with', 'a', 'much', 'younger', 'woman', 'with', 'whom', 'she', 'is', 'expecting', 'a', 'child.', 'Marisol', 'does', 'not', 'contemplate', 'failure,', 'so', 'she', 'embarks', 'on', 'a', 'desperate', 'race', 'to', 'win', 'him', 'back,', 'without', 'taking', 'into', 'account', 'her', 'motives', 'and', 'feelings.', 'Her', 'pain', 'is', 'transferred', 'to', 'her', 'tatami,', 'where', 'she', 'becomes', 'even', 'more', 'implacable', 'towards', 'Angelica,', 'in', 'whom', 'she', 'places', 'her', 'hopes', 'of', 'success.', 'At', 'this', 'point,', 'winning', 'gold', 'is', 'all', ""that's"", 'left', 'for', 'him.']",2024-05-17,Free Falling
